,Proposta,Temas,Ementa,Ano,Autor(es),Cargo,Partido,Link
49,OFS 1/2015,,"Encaminha, para os fins previstos no artigo 52, iniciso X, da Constituição Federal, decisão proferida pelo Supremo Tribunal Federal, nos autos do Habeas Corpus nº 103.803, que declarou incidentalmente a inconstitucionalidade da expressão: ""os agentes públicos a ele equiparados"", constante do art. 77, X, ""a"", da Constituição do Estado de Roraima (foro especial para agentes públicos equiparados a Secretários de Estado).",2015,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/119561
50,OFS 2/2015,,"Encaminha, para os fins previstos no artigo 52, iniciso X, da Constituição Federal, decisão proferida pelo Supremo Tribunal Federal, nos autos do Recurso Extraordinário nº 383.123, que declarou incidentalmente a inconstitucionalidade do art. 37, parágrafo único, incisos IV, V e VI, da Lei municipal nº 742/1990 - Lei Orgânica do Município de Pedranópolis/SP (lei complementar para tratar de servidores públicos municipais).",2015,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/119562
51,OFS 22/2015,,"Encaminha, para os efeitos do art. 52, inciso X, da Constituição Federal, cópia do acórdão proferido no recurso extraordinário com agravo n° 709.212,  mediante o qual o Plenário declarou incidentalmente a inconstitucionalidade do artigo 23, § 5º, da Lei nº 8.036/1990, e do art. 55 do Decreto n° 99.684/1990.",2015,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/120045
52,OFS 34/2015,,"Encaminha, nos termos do art. 222, § 5º, da Constituição Federal, o Comunicado de Alteração de Controle Societário de Empresa Jornalística e de Radiodifusão - CAC nº 5/2015, de que trata o PDC 465/1997, que comunica a transferência indireta, para outro grupo de cotistas de concessionária de serviços de radiodifusão em ondas médias da Rádio Comercial de Presidente Prudente Ltda., no município de Presidente Prudente - SP.",2015,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/120727
53,OFS 37/2015,,"Encaminha, nos termos do art. 222, § 5º, da Constituição Federal, o Comunicado de Alteração de Controle Societário de Empresa Jornalística e de Radiodifusão - CAC nº 8/2015, referente à transferência indireta, para outro grupo de cotistas de concessionária de serviços de radiodifusão em ondas médias da Rádio Interior Ltda., no município de Pinheiro - MA.",2015,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/120733
54,OFS 38/2015,,"Encaminha, nos termos do art. 222, § 5º, da Constituição Federal, o Comunicado de Alteração de Controle Societário de Empresa Jornalística e de Radiodifusão - CAC nº 9/2015, de que trata o PDC nº 2564/2002, referente à transferência indireta, para outro grupo de cotistas de concessionária de serviços de radiodifusão em ondas médias da Rádio Caçanjurê Ltda., no município de Caçador - SC.
",2015,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/120736
55,OFS 39/2015,,"Encaminha, nos termos do art. 222, § 5º, da Constituição Federal, o Comunicado de Alteração de Controle Societário de Empresa Jornalística e de Radiodifusão - CAC nº 10/2015, de que trata o PDC nº 2529/2002, referente à transferência indireta, para outro grupo de cotistas de concessionária de serviços de radiodifusão em ondas médias da Rádio Clube de São Domingos Ltda., no município de São Domingos - SC.",2015,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/120741
56,OFS 43/2015,,"Encaminha, nos termos do art. 222, § 5º, da Constituição Federal, o Comunicado de Alteração de Controle Societário de Empresa Jornalística e de Radiodifusão - CAC nº 14/2015, de que trata o PDC nº 486/2000, que comunica a transferência indireta, para outro grupo de cotistas de concessionária de serviços de radiodifusão em ondas médias da Rádio Auriflama de Comunicação Ltda.. no munípio de Auriflama - SP.",2015,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/120743
57,PDS 103/2015,,"Aprova o ato que outorga autorização à ASSOCIAÇÃO RÁDIO COMUNITÁRIA SOM DAS TERMAS para executar serviço de radiodifusão comunitária na cidade de Águas de Chapecó, Estado de Santa Catarina.",2015,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/121170
58,PDS 119/2015,,"Aprova o ato que outorga autorização à ASSOCIAÇÃO MÃOS UNIDAS para executar serviço de radiodifusão comunitária na cidade de Auriflama, Estado de São Paulo.",2015,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/121265
59,PDS 194/2015,,"Aprova o ato que outorga permissão à EMPRESA DE RADIODIFUSÃO URSA MAIOR LTDA. para explorar serviço de radiodifusão sonora em frequência modulada na cidade de Bilac, Estado de São Paulo.",2015,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/121645
60,PDS 254/2015,,"Aprova o ato que renova a permissão outorgada à RÁDIO IMPRENSA S/A para explorar serviço de radiodifusão sonora em frequência modulada na cidade do Rio de Janeiro, Estado do Rio de Janeiro.",2015,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/121950
61,PDS 286/2015,,"Aprova o ato que outorga autorização à ASSOCIAÇÃO E RÁDIO COMUNITÁRIA AMIGOS DO BAIRRO DOS PRADOS - SATÉLITE para executar serviço de radiodifusão comunitária na cidade de Peruíbe, Estado de São Paulo.",2015,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/122158
62,PDS 307/2015,,"Aprova o ato que outorga autorização à ASSOCIAÇÃO RÁDIO COMUNITÁRIA PRESIDENTE EPITÁCIO FM para executar serviço de radiodifusão comunitária na cidade de Presidente Epitácio, Estado de São Paulo.",2015,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/122377
63,PDS 315/2015,,"Aprova o ato que outorga autorização ao CENTRO DE ASSISTÊNCIA SOCIAL REGIONAL DO ESTADO DO RIO DE JANEIRO - CENASS para executar serviço de radiodifusão comunitária na cidade de Valença, Estado do Rio de Janeiro.",2015,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/122454
64,MCN 9/2015,,"Encaminha, em cumprimento à Lei nº 12.780/2013, art. 29 e parágrafo único, Relatório de Prestação de Contas relativas aos Jogos Olímpicos e Paraolímpicos de 2016 referente aos Exercícios de 2013 e 2014.",2015,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/122522
65,PLC 100/2015,Administração pública: órgãos públicos,Dispõe sobre a criação de cargos de provimento efetivo e de cargos em comissão no Quadro de Pessoal do Tribunal Superior do Trabalho e dá outras providências.,2015,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/122626
66,PLC 190/2015,Servidores públicos,Dispõe sobre a criação de cargos de provimento efetivo no Quadro de Pessoal da Secretaria do Tribunal Regional do Trabalho da 5ª Região e dá outras providências.,2015,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/124037
67,PLC 194/2015,Servidores públicos,Dispõe sobre a criação de cargos de provimento efetivo e de cargos em comissão no Quadro de Pessoal da Secretaria do Tribunal Regional do Trabalho da 19ª Região e dá outras providências.,2015,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/124128
68,AVS 70/2015,,"Encaminha exemplar do ""Relatório Sistêmico de Fiscalização da Educação - Exercício de 2014"" (FiscEducação/2014), apreciado pelo Acórdão nº 528/2015-TCU-Plenário (TC-020.808/2014-3).",2015,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/124153
69,AVN 1/2016,,"Encaminha, em cumprimento ao Acórdão 3.324/2015-TCU-Plenário, relatório de acompanhamento dos agregados fiscais e do Relatório Resumido da Execução Orçamentária (RREO), referente ao 2º quadrimestre de 2015.",2016,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/124842
70,AVN 5/2016,,"Encaminha, nos termos do § 4º do art. 71 da Constituição Federal de 1988, o Relatório de Atividades do Tribunal de Contas da União referente ao exercício de 2015.",2016,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/125402
71,AVN 6/2016,,"Encaminha cópia do Acórdão nº 287/2016, referente às descrições e análises das alterações orçamentárias decorrentes da obrigatoriedade de execução das emendas parlamentares individuais.",2016,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/125911
72,AVN 7/2016,,"Encaminha cópia do Acórdão nº 699/2016, referente a auditoria de avaliação do nível de transparência das entidades do ""Sistema S"".",2016,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/125914
73,AVN 10/2016,,"Encaminha, nos termos do § 4º do art. 71 da Constituição Federal de 1988, o Relatório de Atividades do Tribunal de Contas da União referente ao 1º trimestre de 2016.",2016,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/126007
74,OFS 10/2016,,"Encaminha, para os fins previstos no artigo 52, iniciso X, da Constituição Federal, decisão proferida pelo Supremo Tribunal Federal, nos autos do Recurso Extraordinário nº 632.265, que declarou a inconstitucionalidade dos Decretos nºs 31.632/2002 e 35.219/2004, ambos do Estado do Rio de Janeiro.",2016,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/126338
75,MCN 13/2016,,"Encaminha, em cumprimento ao parágrafo único do art. 29 da Lei nº 12.780 de 2013, a prestação de contas dos Jogos Olímpicos e Paraolímpicos de 2016, referentes aos resultados parciais das renúncias fiscais e aumento de arrecadação, de 2013 a 2017.",2016,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/126560
76,OFS 16/2016,,"Encaminha, para os efeitos do artigo 52, inciso X, da Constituição Federal, decisão proferida pelo Supremo Tribunal Federal, nos autos do Recurso Extraordinário nº 592.396, que declarou a inconstitucionalidade incidental, e com os efeitos da repercussão geral, do art. 1º, inciso I, da Lei 7.988/89.",2016,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/126614
77,AVN 18/2016,,"Encaminha, em cumprimento à Constituição Federal de 1988, art. 71, § 4º, e à Lei 8.443/92, art. 90, §§ 1º e 2º, Relatório de Atividades do Tribunal de Contas da União, referente ao 2º trimestre de 2016.",2016,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/126829
78,PDS 31/2016,,"Aprova o ato que outorga autorização à ORGANIZAÇÃO ECOLÓGICA CULTURAL CORIMBATAÍ para executar serviço de radiodifusão comunitária na cidade de Piracicaba, Estado de São Paulo.",2016,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/126944
79,CON 1/2016,,"Requer, nos termos do art. 101, inciso V, do Regimento Interno do Senado Federal, a manifestação da Comissão de Constituição, Justiça e Cidadania (CCJ) quanto à interpretação do disposto no art. 54 da Constituição Federal para orientar a votação dos atos de outorga e renovação de concessões, permissões e autorizações para a exploração de serviços de radiodifusão sonora e de sons e imagens, nos termos dos arts. 49, inciso XII, e 223, §§ 1° e 3°, da Lei Maior.",2016,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/127268
80,OFS 23/2016,,"Encaminha, para os efeitos do art. 52, inciso X, da Constituição Federal, cópia do acórdão proferido no processo n° 104.339, mediante o qual o Plenário declarou incidentalmente a inconstitucionalidade da expressão ""e liberdade provisória"", do caput do art. 44 da Lei 11.343, de 2006.",2016,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/127343
81,PDS 51/2016,,"Aprova o ato que outorga autorização ao INSTITUTO DE DESENVOLVIMENTO DO VALE DO JAGUARIPE para executar serviço de radiodifusão comunitária na cidade de Muniz Ferreira, Estado da Bahia.",2016,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/127540
82,PDS 53/2016,,"Aprova o ato que outorga autorização à ASSOCIAÇÃO DE DESENVOLVIMENTO CULTURAL E RÁDIO COMUNITÁRIA DE JUAZEIRO DO PIAUÍ - ADECORAJ para executar serviço de radiodifusão comunitária na cidade de Juazeiro do Piauí, Estado do Piauí.",2016,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/127545
83,PDS 68/2016,,"Aprova o ato que renova a autorização outorgada à ASSOCIAÇÃO COMUNITÁRIA FARROUPILHA para executar serviço de radiodifusão comunitária na cidade de Pelotas, Estado do Rio Grande do Sul.",2016,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/127555
84,AVN 25/2016,,"Encaminha, em cumprimento à Constituição Federal de 1988, art. 71, §4º e à Lei 8.443/92 - art. 90, §§ 1º e 2º, Relatório de Atividades do Tribunal de Contas da União, referente ao 3º trimestre de 2016.",2016,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/127698
85,ATN 1/2017,,"Cria a Comissão Mista Permanente de Regulamentação e Consolidação da Legislação Federal, destinada a apresentar projetos de lei visando à consolidação da legislação federal, à regulamentação dos dispositivos da Constituição Federal, bem como à modernização e ao fortalecimento econômico e social do País.",2017,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/128147
86,AVN 2/2017,,"Encaminha, nos termos do parágrafo 4º do art. 71 da Constituição Federal de 1988, o Relatório de Atividades do Tribunal de Contas da União referente ao 4º trimestre de 2016.",2017,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/128227
87,AVN 7/2017,,"Encaminha, nos termos do § 4º do art. 71 da Constituição Federal de 1988, o Relatório de Atividades do Tribunal de Contas da União referente ao exercício de 2016.",2017,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/128635
88,OFS 17/2017,,"Encaminha, nos termos do art. 222, § 5º, da Constituição Federal, o Comunicado de Alteração de Controle Societário de Empresa Jornalística de Radiodifusão - CAC nº 31/2017, encaminhado por meio da Mensagem nº 15, de 2017, comunicando a transferência indireta da concessão de serviço de radiodifusão de sons e imagens outorgada à TV Taubaté Ltda., no Município de Taubaté, Estado de São Paulo.",2017,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/128666
89,PDS 56/2017,,"Aprova o ato que outorga autorização à ASSOCIAÇÃO BENEFICENTE, CULTURAL E DE RADIODIFUSÃO COMUNITÁRIA DE ORLEANS - SC para executar serviço de radiodifusão comunitária no Município de Orleans, Estado de Santa Catarina.",2017,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/128728
90,PDS 57/2017,,"Aprova o ato que outorga autorização à ASSOCIAÇÃO DE DIFUSÃO COMUNITÁRIA ALTERNATIVA FM para executar serviço de radiodifusão comunitária no Município de São Roque do Canaã, Estado do Espírito Santo.",2017,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/128731
91,PDS 66/2017,,"Aprova o ato que renova a permissão outorgada à RÁDIO GARBOSA LTDA. para executar serviço de radiodifusão sonora em frequência modulada no Município de São João Nepomuceno, Estado de Minas Gerais.",2017,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/128748
92,PDS 88/2017,,"Aprova o ato que renova a autorização outorgada à ASSOCIAÇÃO EDUCACIONAL, CULTURAL E ARTÍSTICA NOVO TEMPO para executar serviço de radiodifusão comunitária no Município de Igaci, Estado de Alagoas.",2017,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/128768
93,AVS 14/2017,,"Encaminha cópia do Acórdão nº 272/2017-TCU, acompanhado do Relatório de Inspeção, proferido nos autos do TC 018.415/2016-4, que trata de avaliação da regularidade e da legalidade da inscrição de despesas em restos a pagar mediante a aplicação do art. 68, § 3º, incisos I e II, do Decreto 93.872/1986.",2017,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/129020
94,MCN 8/2017,,"Encaminha, em cumprimento ao art. 13, inciso II, da Lei nº 13.249/2016, combinado com o art. 6º do Decreto nº 8.759/2016, o Relatório Anual de Avaliação do Plano Plurianual 2016-2019, ano base 2016.",2017,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/129314
